conseq	area-under-curve
stop_lost&NMD_transcript_variant	5005.490654205607	
start_lost&inframe_deletion	5005.472392638037	
splice_acceptor_variant&coding_sequence_variant&NMD_transcript_variant	5005.471428571429	
splice_donor_variant&splice_donor_5th_base_variant&coding_sequence_variant&5_prime_UTR_variant&intron_variant	5005.47	
splice_acceptor_variant&3_prime_UTR_variant	5005.464285714286	
splice_acceptor_variant&splice_donor_variant&splice_donor_5th_base_variant&splice_polypyrimidine_tract_variant&coding_sequence_variant&intron_variant	5005.421052631579	
stop_gained&frameshift_variant&NMD_transcript_variant	5005.411764705883	
splice_acceptor_variant&splice_polypyrimidine_tract_variant&5_prime_UTR_variant&intron_variant	5005.4	
splice_donor_variant&splice_donor_5th_base_variant&splice_polypyrimidine_tract_variant&intron_variant	5005.363636363636	
splice_acceptor_variant&splice_polypyrimidine_tract_variant&3_prime_UTR_variant&intron_variant&NMD_transcript_variant	5005.35	
splice_acceptor_variant&splice_polypyrimidine_tract_variant&intron_variant&NMD_transcript_variant	5005.326923076923	
splice_acceptor_variant&splice_donor_variant&splice_donor_5th_base_variant&splice_polypyrimidine_tract_variant&intron_variant	5005.292682926829	
coding_sequence_variant&3_prime_UTR_variant	5005.263888888889	
inframe_deletion&splice_region_variant	5005.252386634845	
stop_gained&splice_region_variant&NMD_transcript_variant	5005.22463768116	
splice_donor_variant&5_prime_UTR_variant	5005.14705882353	
stop_gained&splice_region_variant	5005.079793568877	
stop_lost&inframe_deletion	5005.065789473684	
stop_gained&inframe_deletion	5005.045045045045	
splice_donor_variant&splice_donor_5th_base_variant&splice_polypyrimidine_tract_variant&coding_sequence_variant&intron_variant	5004.970588235294	
stop_gained&protein_altering_variant&splice_region_variant	5004.8448275862065	
inframe_insertion&coding_sequence_variant&NMD_transcript_variant	5004.833333333334	
inframe_deletion&NMD_transcript_variant	5004.82077764277	
splice_donor_variant&splice_donor_5th_base_variant&splice_polypyrimidine_tract_variant&5_prime_UTR_variant&intron_variant	5004.735294117647	
start_lost&splice_region_variant&NMD_transcript_variant	5004.675	
splice_donor_variant&splice_acceptor_variant&splice_donor_5th_base_variant&splice_polypyrimidine_tract_variant&coding_sequence_variant&intron_variant	5004.65	
splice_region_variant&synonymous_variant&NMD_transcript_variant	5004.546176046176	
stop_retained_variant	5004.517211201867	
splice_donor_variant&splice_donor_region_variant&intron_variant	5004.486486486487	
stop_gained&inframe_insertion	5004.465648854962	
splice_donor_variant&splice_donor_5th_base_variant&non_coding_transcript_exon_variant&intron_variant	5004.405642023346	
start_lost&NMD_transcript_variant	5004.393719806763	
splice_donor_variant&splice_donor_5th_base_variant&5_prime_UTR_variant&intron_variant	5004.34229390681	
start_lost&splice_region_variant	5004.282157676349	
stop_gained&frameshift_variant&splice_region_variant	5004.241935483871	
splice_acceptor_variant&splice_polypyrimidine_tract_variant&non_coding_transcript_exon_variant&intron_variant	5004.119815668203	
coding_sequence_variant&5_prime_UTR_variant	5004.106382978724	
protein_altering_variant	5004.062424242424	
splice_acceptor_variant&non_coding_transcript_exon_variant	5004.031531531531	
splice_acceptor_variant&splice_polypyrimidine_tract_variant&intron_variant	5003.925160697888	
splice_donor_5th_base_variant&intron_variant&NMD_transcript_variant	5003.91829689298	
splice_donor_variant&coding_sequence_variant	5003.89010989011	
stop_gained&NMD_transcript_variant	5003.867279411765	
splice_acceptor_variant&splice_polypyrimidine_tract_variant&coding_sequence_variant&intron_variant	5003.620874904067	
stop_lost&3_prime_UTR_variant	5003.3865546218485	
splice_donor_variant&coding_sequence_variant&NMD_transcript_variant	5003.35294117647	
stop_gained&protein_altering_variant	5003.308383233532	
frameshift_variant&stop_retained_variant	5003.127840909091	
mature_miRNA_variant	5003.061728395061	
incomplete_terminal_codon_variant&coding_sequence_variant	5003.007142857143	
coding_sequence_variant&NMD_transcript_variant	5002.913461538461	
splice_donor_variant&splice_donor_5th_base_variant&intron_variant	5002.910526315789	
frameshift_variant&NMD_transcript_variant	5002.749064837905	
splice_acceptor_variant&coding_sequence_variant	5002.502920560748	
start_lost	5002.228352445588	
splice_region_variant&5_prime_UTR_variant&NMD_transcript_variant	5002.088	
splice_donor_variant&non_coding_transcript_exon_variant	5002.074561403509	
splice_donor_variant&NMD_transcript_variant	5001.691514670896	
splice_donor_variant&splice_donor_5th_base_variant&intron_variant&non_coding_transcript_variant	5001.580508474576	
frameshift_variant&stop_lost	5001.5	
missense_variant&splice_region_variant&NMD_transcript_variant	5001.049450549451	
frameshift_variant&splice_region_variant	5000.934966042395	
splice_acceptor_variant&5_prime_UTR_variant	5000.923076923077	
inframe_insertion&splice_region_variant	5000.673228346457	
splice_acceptor_variant&splice_polypyrimidine_tract_variant&coding_sequence_variant&intron_variant&NMD_transcript_variant	5000.642857142857	
inframe_insertion&NMD_transcript_variant	5000.607692307693	
frameshift_variant&start_lost&NMD_transcript_variant	5000.535714285714	
splice_acceptor_variant&NMD_transcript_variant	5000.153367496339	
splice_donor_variant	4999.743796973133	
splice_donor_region_variant&intron_variant&NMD_transcript_variant	4999.690657578188	
stop_gained&frameshift_variant	4999.330354343053	
start_lost&start_retained_variant&5_prime_UTR_variant	4999.263636363637	
stop_lost&3_prime_UTR_variant&NMD_transcript_variant	4999.083333333333	
splice_donor_variant&splice_donor_5th_base_variant&coding_sequence_variant&intron_variant	4997.511912865894	
splice_donor_variant&splice_donor_5th_base_variant&splice_polypyrimidine_tract_variant&non_coding_transcript_exon_variant&intron_variant	4997.409090909091	
splice_region_variant&intron_variant&NMD_transcript_variant	4996.979669887279	
splice_acceptor_variant	4996.679722790843	
inframe_insertion&stop_retained_variant	4996.569767441861	
stop_retained_variant&3_prime_UTR_variant	4995.861010830325	
frameshift_variant&start_lost&start_retained_variant	4993.541666666667	
stop_gained	4992.383747662146	
frameshift_variant&splice_region_variant&NMD_transcript_variant	4991.452830188679	
splice_acceptor_variant&non_coding_transcript_variant	4987.657146134433	
splice_donor_variant&non_coding_transcript_variant	4986.9659498207775	
splice_region_variant&3_prime_UTR_variant&NMD_transcript_variant	4986.919115163543	
splice_region_variant&non_coding_transcript_variant	4985.679900744417	
splice_donor_5th_base_variant&intron_variant&non_coding_transcript_variant	4985.099079072757	
stop_lost	4983.650197628373	
splice_region_variant&5_prime_UTR_variant	4982.0678481685645	
frameshift_variant	4981.107395331894	
regulatory_region_variant	4976.912470824	
splice_region_variant&intron_variant&non_coding_transcript_variant	4975.695877096681	
splice_polypyrimidine_tract_variant&splice_region_variant&intron_variant&NMD_transcript_variant	4971.062247474498	
splice_donor_5th_base_variant&intron_variant	4967.09974011169	
splice_acceptor_variant&splice_polypyrimidine_tract_variant&intron_variant&non_coding_transcript_variant	4965.300875273522	
splice_polypyrimidine_tract_variant&intron_variant&NMD_transcript_variant	4961.937760135884	
splice_region_variant&splice_polypyrimidine_tract_variant&intron_variant&NMD_transcript_variant	4959.3318092752315	
inframe_deletion	4955.156985405341	
missense_variant&splice_region_variant	4954.478705013792	
synonymous_variant&NMD_transcript_variant	4952.517491824551	
5_prime_UTR_variant&NMD_transcript_variant	4952.157699443203	
splice_region_variant&3_prime_UTR_variant	4951.017321015788	
inframe_insertion	4944.089263972985	
splice_region_variant&splice_polypyrimidine_tract_variant&intron_variant&non_coding_transcript_variant	4942.3181978486755	
splice_region_variant&non_coding_transcript_exon_variant	4941.709564722672	
missense_variant&NMD_transcript_variant	4938.530431089049	
missense_variant	4930.120167721918	
splice_polypyrimidine_tract_variant&splice_region_variant&intron_variant&non_coding_transcript_variant	4924.77018900354	
splice_donor_region_variant&intron_variant&non_coding_transcript_variant	4913.419515226595	
splice_region_variant&synonymous_variant	4907.990124383732	
5_prime_UTR_variant	4903.734552816159	
splice_polypyrimidine_tract_variant&intron_variant&non_coding_transcript_variant	4899.597390312667	
splice_donor_region_variant&intron_variant	4892.066623727955	
3_prime_UTR_variant&NMD_transcript_variant	4888.6886955576265	
upstream_gene_variant	4882.25197028062	
3_prime_UTR_variant	4880.563501075528	
downstream_gene_variant	4880.24192882511	
splice_region_variant&splice_polypyrimidine_tract_variant&intron_variant	4879.018950579737	
intron_variant	4870.911048702246	
intron_variant&NMD_transcript_variant	4869.747740756618	
synonymous_variant	4868.827911233293	
intergenic_variant	4867.476723485469	
splice_polypyrimidine_tract_variant&splice_region_variant&intron_variant	4867.255535685082	
splice_region_variant&intron_variant	4865.656474506603	
splice_polypyrimidine_tract_variant&intron_variant	4865.424326276561	
non_coding_transcript_exon_variant	4860.541474217721	
intron_variant&non_coding_transcript_variant	4855.871005640243	
splice_polypyrimidine_tract_variant&splice_donor_region_variant&intron_variant&non_coding_transcript_variant	4828.5	
coding_sequence_variant	4575.888297872534	
splice_acceptor_variant&frameshift_variant	1.0714285714285714	
splice_donor_variant&5_prime_UTR_variant&NMD_transcript_variant	No Curve	
splice_acceptor_variant&splice_donor_variant&splice_donor_5th_base_variant&splice_polypyrimidine_tract_variant&intron_variant&non_coding_transcript_variant	No Curve	
splice_donor_variant&splice_donor_region_variant&coding_sequence_variant&5_prime_UTR_variant&intron_variant	No Curve	
splice_acceptor_variant&splice_polypyrimidine_tract_variant&splice_donor_region_variant&coding_sequence_variant&intron_variant	No Curve	
start_lost&splice_region_variant&start_retained_variant&5_prime_UTR_variant	No Curve	
start_lost&splice_region_variant&start_retained_variant	No Curve	
stop_gained&inframe_insertion&splice_region_variant&NMD_transcript_variant	No Curve	
splice_donor_variant&splice_acceptor_variant&splice_donor_5th_base_variant&splice_polypyrimidine_tract_variant&intron_variant&NMD_transcript_variant	No Curve	
splice_acceptor_variant&splice_donor_variant&splice_donor_5th_base_variant&splice_polypyrimidine_tract_variant&5_prime_UTR_variant&intron_variant	No Curve	
transcript_ablation	No Curve	
splice_acceptor_variant&splice_donor_variant&splice_donor_5th_base_variant&splice_polypyrimidine_tract_variant&non_coding_transcript_exon_variant&intron_variant	No Curve	
stop_gained&start_lost	No Curve	
splice_acceptor_variant&splice_donor_5th_base_variant&splice_polypyrimidine_tract_variant&non_coding_transcript_exon_variant&intron_variant	No Curve	
splice_donor_variant&splice_acceptor_variant&splice_donor_5th_base_variant&splice_polypyrimidine_tract_variant&non_coding_transcript_exon_variant&intron_variant	No Curve	
splice_acceptor_variant&splice_donor_variant&splice_donor_5th_base_variant&frameshift_variant&stop_lost&splice_polypyrimidine_tract_variant&intron_variant	No Curve	
splice_donor_variant&missense_variant	No Curve	
splice_acceptor_variant&splice_donor_variant&splice_donor_5th_base_variant&splice_polypyrimidine_tract_variant&intron_variant&NMD_transcript_variant	No Curve	
splice_donor_variant&splice_acceptor_variant&splice_polypyrimidine_tract_variant&coding_sequence_variant&intron_variant	No Curve	
stop_gained&protein_altering_variant&NMD_transcript_variant	No Curve	
protein_altering_variant&splice_region_variant&NMD_transcript_variant	No Curve	
frameshift_variant&stop_lost&splice_region_variant&NMD_transcript_variant	No Curve	
splice_donor_variant&splice_acceptor_variant&splice_donor_5th_base_variant&splice_polypyrimidine_tract_variant&3_prime_UTR_variant&intron_variant&NMD_transcript_variant	No Curve	
splice_acceptor_variant&splice_donor_5th_base_variant&splice_polypyrimidine_tract_variant&3_prime_UTR_variant&intron_variant&NMD_transcript_variant	No Curve	
stop_gained&incomplete_terminal_codon_variant&coding_sequence_variant	No Curve	
stop_gained&protein_altering_variant&incomplete_terminal_codon_variant	No Curve	
splice_polypyrimidine_tract_variant&splice_region_variant&non_coding_transcript_exon_variant	No Curve	
stop_lost&splice_region_variant&3_prime_UTR_variant&NMD_transcript_variant	No Curve	
splice_donor_variant&splice_donor_region_variant&coding_sequence_variant&3_prime_UTR_variant&intron_variant&NMD_transcript_variant	No Curve	
splice_acceptor_variant&5_prime_UTR_variant&NMD_transcript_variant	No Curve	
splice_donor_variant&splice_donor_5th_base_variant&coding_sequence_variant&5_prime_UTR_variant&intron_variant&NMD_transcript_variant	No Curve	
frameshift_variant&stop_retained_variant&NMD_transcript_variant	No Curve	
splice_donor_variant&splice_acceptor_variant&splice_donor_5th_base_variant&non_coding_transcript_exon_variant&intron_variant	No Curve	
frameshift_variant&splice_region_variant&stop_retained_variant&NMD_transcript_variant	No Curve	
splice_donor_5th_base_variant&frameshift_variant	No Curve	
splice_donor_region_variant&synonymous_variant	No Curve	
frameshift_variant&splice_region_variant&splice_polypyrimidine_tract_variant	No Curve	
splice_donor_variant&splice_acceptor_variant&splice_donor_5th_base_variant&coding_sequence_variant&intron_variant	No Curve	
splice_region_variant&stop_retained_variant&3_prime_UTR_variant	No Curve	
splice_acceptor_variant&splice_donor_variant&splice_polypyrimidine_tract_variant&splice_donor_region_variant&non_coding_transcript_exon_variant&intron_variant	No Curve	
splice_donor_variant&splice_donor_5th_base_variant&splice_polypyrimidine_tract_variant&coding_sequence_variant&intron_variant&NMD_transcript_variant	No Curve	
splice_donor_variant&splice_acceptor_variant&splice_donor_5th_base_variant&splice_polypyrimidine_tract_variant&coding_sequence_variant&intron_variant&NMD_transcript_variant	No Curve	
splice_donor_variant&splice_donor_5th_base_variant&splice_polypyrimidine_tract_variant&3_prime_UTR_variant&intron_variant&NMD_transcript_variant	No Curve	
splice_acceptor_variant&splice_donor_variant&splice_donor_5th_base_variant&splice_polypyrimidine_tract_variant&3_prime_UTR_variant&intron_variant&NMD_transcript_variant	No Curve	
splice_acceptor_variant&splice_donor_variant&splice_donor_5th_base_variant&stop_lost&inframe_deletion&splice_polypyrimidine_tract_variant&intron_variant	No Curve	
start_lost&inframe_deletion&NMD_transcript_variant	No Curve	
splice_donor_variant&splice_acceptor_variant&splice_polypyrimidine_tract_variant&splice_donor_region_variant&coding_sequence_variant&intron_variant	No Curve	
splice_donor_variant&splice_acceptor_variant&splice_donor_5th_base_variant&splice_polypyrimidine_tract_variant&intron_variant&non_coding_transcript_variant	No Curve	
splice_donor_variant&coding_sequence_variant&3_prime_UTR_variant&NMD_transcript_variant	No Curve	
inframe_insertion&incomplete_terminal_codon_variant&stop_retained_variant	No Curve	
stop_gained&inframe_insertion&incomplete_terminal_codon_variant	No Curve	
incomplete_terminal_codon_variant&stop_retained_variant	No Curve	
splice_donor_5th_base_variant&non_coding_transcript_exon_variant	No Curve	
splice_acceptor_variant&splice_donor_5th_base_variant&splice_polypyrimidine_tract_variant&5_prime_UTR_variant&intron_variant	No Curve	
splice_donor_variant&splice_donor_region_variant&5_prime_UTR_variant&intron_variant&NMD_transcript_variant	No Curve	
splice_acceptor_variant&splice_donor_variant&splice_polypyrimidine_tract_variant&splice_donor_region_variant&coding_sequence_variant&intron_variant	No Curve	
splice_acceptor_variant&splice_donor_variant&splice_donor_5th_base_variant&frameshift_variant&splice_polypyrimidine_tract_variant&intron_variant	No Curve	
start_lost&inframe_deletion&splice_region_variant	No Curve	
start_lost&splice_region_variant&5_prime_UTR_variant&NMD_transcript_variant	No Curve	
splice_acceptor_variant&splice_donor_5th_base_variant&splice_polypyrimidine_tract_variant&intron_variant	No Curve	
start_lost&start_retained_variant&5_prime_UTR_variant&NMD_transcript_variant	No Curve	
splice_donor_variant&splice_donor_5th_base_variant&frameshift_variant	No Curve	
splice_donor_5th_base_variant&missense_variant	No Curve	
splice_donor_variant&splice_acceptor_variant&splice_donor_5th_base_variant&frameshift_variant&splice_polypyrimidine_tract_variant&intron_variant	No Curve	
splice_donor_variant&splice_acceptor_variant&coding_sequence_variant	No Curve	
splice_acceptor_variant&splice_polypyrimidine_tract_variant&splice_donor_region_variant&5_prime_UTR_variant&intron_variant	No Curve	
stop_gained&protein_altering_variant&splice_region_variant&NMD_transcript_variant	No Curve	
splice_acceptor_variant&splice_donor_variant&splice_donor_5th_base_variant&frameshift_variant&stop_lost&splice_polypyrimidine_tract_variant&intron_variant&NMD_transcript_variant	No Curve	
stop_lost&inframe_deletion&NMD_transcript_variant	No Curve	
splice_acceptor_variant&synonymous_variant	No Curve	
splice_donor_variant&splice_donor_5th_base_variant&inframe_deletion	No Curve	
splice_donor_variant&frameshift_variant&splice_donor_region_variant	No Curve	
frameshift_variant&splice_region_variant&intron_variant	No Curve	
frameshift_variant&splice_polypyrimidine_tract_variant&splice_region_variant	No Curve	
splice_polypyrimidine_tract_variant&splice_region_variant&synonymous_variant	No Curve	
splice_acceptor_variant&frameshift_variant&splice_polypyrimidine_tract_variant	No Curve	
frameshift_variant&splice_polypyrimidine_tract_variant&splice_region_variant&intron_variant	No Curve	
splice_acceptor_variant&splice_donor_variant&splice_donor_5th_base_variant&splice_polypyrimidine_tract_variant&3_prime_UTR_variant&intron_variant	No Curve	
splice_donor_variant&splice_acceptor_variant&splice_donor_5th_base_variant&splice_polypyrimidine_tract_variant&3_prime_UTR_variant&intron_variant	No Curve	
stop_lost&inframe_deletion&splice_region_variant&NMD_transcript_variant	No Curve	
splice_donor_variant&splice_donor_5th_base_variant&splice_polypyrimidine_tract_variant&coding_sequence_variant&3_prime_UTR_variant&intron_variant	No Curve	
splice_acceptor_variant&splice_donor_variant&splice_donor_5th_base_variant&splice_polypyrimidine_tract_variant&coding_sequence_variant&intron_variant&NMD_transcript_variant	No Curve	
splice_acceptor_variant&splice_donor_5th_base_variant&splice_polypyrimidine_tract_variant&coding_sequence_variant&intron_variant&NMD_transcript_variant	No Curve	
start_lost&start_retained_variant&NMD_transcript_variant	No Curve	
frameshift_variant&start_lost&splice_region_variant&start_retained_variant&NMD_transcript_variant	No Curve	
splice_acceptor_variant&splice_donor_5th_base_variant&splice_polypyrimidine_tract_variant&3_prime_UTR_variant&intron_variant	No Curve	
splice_acceptor_variant&splice_donor_variant&splice_donor_5th_base_variant&splice_polypyrimidine_tract_variant&coding_sequence_variant&5_prime_UTR_variant&intron_variant	No Curve	
inframe_deletion&stop_retained_variant	No Curve	
splice_donor_variant&splice_acceptor_variant&splice_donor_5th_base_variant&splice_polypyrimidine_tract_variant&5_prime_UTR_variant&intron_variant	No Curve	
TF_binding_site_variant	No Curve	
splice_donor_variant&splice_acceptor_variant&splice_donor_5th_base_variant&frameshift_variant&stop_lost&splice_polypyrimidine_tract_variant&intron_variant	No Curve	
splice_acceptor_variant&splice_polypyrimidine_tract_variant&coding_sequence_variant&5_prime_UTR_variant&intron_variant&NMD_transcript_variant	No Curve	
frameshift_variant&start_lost&splice_region_variant&NMD_transcript_variant	No Curve	
start_lost&inframe_deletion&splice_region_variant&NMD_transcript_variant	No Curve	
