conseq	area-under-curve
splice_donor_variant&splice_donor_5th_base_variant&coding_sequence_variant&5_prime_UTR_variant&intron_variant	9998.976423109601	
frameshift_variant&stop_retained_variant	9998.86493083808	
inframe_insertion&stop_retained_variant	9998.72497249725	
stop_lost&NMD_transcript_variant	9998.953577512777	
frameshift_variant&splice_region_variant&NMD_transcript_variant	9998.341584158416	
splice_donor_variant&5_prime_UTR_variant	9998.90350877193	
start_lost&splice_region_variant	9998.956129385107	
coding_sequence_variant&3_prime_UTR_variant	9998.94557449148	
incomplete_terminal_codon_variant&coding_sequence_variant	9998.638267827724	
incomplete_terminal_codon_variant&coding_sequence_variant&3_prime_UTR_variant	9998.958781362007	
inframe_insertion&incomplete_terminal_codon_variant&coding_sequence_variant	9998.996534653466	
protein_altering_variant&incomplete_terminal_codon_variant	9998.996875	
splice_acceptor_variant&5_prime_UTR_variant	9998.83069349315	
splice_region_variant&non_coding_transcript_variant	9996.590730248661	
stop_gained&frameshift_variant&start_lost	9998.963087248321	
splice_acceptor_variant&splice_polypyrimidine_tract_variant&splice_donor_region_variant&coding_sequence_variant&intron_variant	9999.0	
stop_lost&inframe_deletion	9998.900611246943	
splice_acceptor_variant&splice_polypyrimidine_tract_variant&coding_sequence_variant&5_prime_UTR_variant&intron_variant	9998.99420289855	
intergenic_variant	9992.085920686906	
regulatory_region_variant	9996.769524826876	
stop_retained_variant&3_prime_UTR_variant	9998.18690248566	
splice_acceptor_variant&coding_sequence_variant&NMD_transcript_variant	9998.889534883721	
splice_donor_variant&3_prime_UTR_variant&NMD_transcript_variant	9998.987161198289	
stop_retained_variant&NMD_transcript_variant	9998.94935064935	
start_lost&NMD_transcript_variant	9998.90827879921	
splice_polypyrimidine_tract_variant&splice_donor_region_variant&intron_variant&non_coding_transcript_variant	9998.9875	
start_lost&splice_region_variant&start_retained_variant&5_prime_UTR_variant	9999.0	
stop_gained&frameshift_variant&NMD_transcript_variant	9998.942615851018	
splice_acceptor_variant&splice_polypyrimidine_tract_variant&coding_sequence_variant&intron_variant&NMD_transcript_variant	9998.86768292683	
splice_donor_variant&splice_donor_5th_base_variant&coding_sequence_variant&intron_variant&NMD_transcript_variant	9998.990869565218	
splice_acceptor_variant&splice_polypyrimidine_tract_variant&3_prime_UTR_variant&intron_variant&NMD_transcript_variant	9998.963636363636	
start_lost&splice_region_variant&start_retained_variant	9999.0	
frameshift_variant&start_lost&NMD_transcript_variant	9998.482849604221	
splice_donor_variant&coding_sequence_variant&5_prime_UTR_variant	9998.992307692308	
start_lost&5_prime_UTR_variant&NMD_transcript_variant	9998.981785063752	
inframe_insertion&splice_region_variant&NMD_transcript_variant	9998.987096774194	
stop_gained&inframe_insertion&splice_region_variant&NMD_transcript_variant	9999.0	
inframe_deletion&splice_region_variant&NMD_transcript_variant	9998.97137014315	
splice_donor_variant&splice_acceptor_variant&splice_donor_5th_base_variant&splice_polypyrimidine_tract_variant&intron_variant&NMD_transcript_variant	9998.991666666667	
stop_lost&splice_region_variant&3_prime_UTR_variant	9998.9875	
stop_gained&inframe_insertion&splice_region_variant	9998.96644295302	
start_lost&start_retained_variant&5_prime_UTR_variant	9998.949692565679	
start_lost&splice_region_variant&5_prime_UTR_variant	9998.995833333334	
splice_donor_variant&splice_donor_5th_base_variant&splice_polypyrimidine_tract_variant&5_prime_UTR_variant&intron_variant	9997.567796610168	
splice_acceptor_variant&splice_donor_variant&splice_donor_5th_base_variant&splice_polypyrimidine_tract_variant&5_prime_UTR_variant&intron_variant	9998.983333333334	
non_coding_transcript_variant	9998.994	
splice_region_variant&splice_polypyrimidine_tract_variant&non_coding_transcript_exon_variant	9998.886524822694	
stop_lost&splice_region_variant	9998.96871657754	
splice_region_variant&stop_retained_variant	9998.919156414762	
transcript_ablation	9999.0	
splice_acceptor_variant&splice_donor_variant&splice_donor_5th_base_variant&splice_polypyrimidine_tract_variant&non_coding_transcript_exon_variant&intron_variant	9999.0	
splice_donor_variant&splice_donor_5th_base_variant&splice_polypyrimidine_tract_variant&non_coding_transcript_exon_variant&intron_variant	9997.127906976744	
splice_donor_variant&splice_donor_5th_base_variant&coding_sequence_variant&3_prime_UTR_variant&intron_variant	9998.9875	
splice_donor_variant&splice_donor_region_variant&coding_sequence_variant&3_prime_UTR_variant&intron_variant	9998.970000000001	
frameshift_variant&stop_lost&splice_region_variant	9998.872916666667	
frameshift_variant&start_lost&splice_region_variant	9998.99625	
frameshift_variant&stop_lost&NMD_transcript_variant	9998.98947368421	
stop_gained&frameshift_variant&splice_region_variant&NMD_transcript_variant	9998.993333333334	
stop_gained&inframe_deletion&NMD_transcript_variant	9998.984848484848	
splice_donor_variant&splice_donor_region_variant&3_prime_UTR_variant&intron_variant&NMD_transcript_variant	9998.990384615385	
stop_gained&start_lost	9999.0	
stop_gained&frameshift_variant&start_lost&start_retained_variant	9998.989795918367	
splice_acceptor_variant&splice_donor_5th_base_variant&splice_polypyrimidine_tract_variant&non_coding_transcript_exon_variant&intron_variant	9999.0	
splice_donor_variant&splice_acceptor_variant&splice_donor_5th_base_variant&splice_polypyrimidine_tract_variant&non_coding_transcript_exon_variant&intron_variant	9999.0	
splice_donor_variant&splice_donor_5th_base_variant&intron_variant&NMD_transcript_variant	9998.992207792207	
splice_acceptor_variant&splice_polypyrimidine_tract_variant&coding_sequence_variant&3_prime_UTR_variant&intron_variant	9998.690259740259	
splice_donor_variant&splice_donor_5th_base_variant&splice_polypyrimidine_tract_variant&3_prime_UTR_variant&intron_variant	9998.9	
splice_acceptor_variant&splice_donor_variant&splice_donor_5th_base_variant&frameshift_variant&stop_lost&splice_polypyrimidine_tract_variant&intron_variant	9999.0	
inframe_insertion&incomplete_terminal_codon_variant	9998.996	
splice_donor_variant&missense_variant	9999.0	
missense_variant&splice_donor_region_variant	9998.967889908257	
splice_acceptor_variant&splice_donor_variant&splice_donor_5th_base_variant&splice_polypyrimidine_tract_variant&intron_variant&NMD_transcript_variant	9999.0	
stop_lost&splice_region_variant&NMD_transcript_variant	9998.989285714286	
frameshift_variant&start_lost&splice_region_variant&start_retained_variant	9998.996428571429	
stop_retained_variant&3_prime_UTR_variant&NMD_transcript_variant	9998.98	
splice_donor_variant&splice_acceptor_variant&splice_polypyrimidine_tract_variant&coding_sequence_variant&intron_variant	9999.0	
splice_acceptor_variant&coding_sequence_variant&5_prime_UTR_variant	9998.988235294117	
splice_donor_5th_base_variant&splice_polypyrimidine_tract_variant&intron_variant&non_coding_transcript_variant	9998.99	
stop_gained&inframe_insertion&NMD_transcript_variant	9998.994047619048	
start_lost&splice_region_variant&NMD_transcript_variant	9998.864886731391	
splice_acceptor_variant&splice_polypyrimidine_tract_variant&5_prime_UTR_variant&intron_variant&NMD_transcript_variant	9998.985714285714	
splice_acceptor_variant&splice_polypyrimidine_tract_variant&coding_sequence_variant&3_prime_UTR_variant&intron_variant&NMD_transcript_variant	9998.98	
start_lost&start_retained_variant	9998.97261904762	
stop_gained&protein_altering_variant&NMD_transcript_variant	9998.996875	
protein_altering_variant&splice_region_variant&NMD_transcript_variant	9998.9875	
frameshift_variant&start_lost&start_retained_variant&NMD_transcript_variant	9998.992857142857	
frameshift_variant&stop_lost&splice_region_variant&NMD_transcript_variant	9999.0	
splice_region_variant&stop_retained_variant&NMD_transcript_variant	9998.95	
splice_donor_variant&splice_donor_region_variant&3_prime_UTR_variant&intron_variant	9998.873913043479	
splice_donor_variant&splice_acceptor_variant&splice_donor_5th_base_variant&splice_polypyrimidine_tract_variant&3_prime_UTR_variant&intron_variant&NMD_transcript_variant	9999.0	
splice_acceptor_variant&splice_donor_5th_base_variant&splice_polypyrimidine_tract_variant&3_prime_UTR_variant&intron_variant&NMD_transcript_variant	9999.0	
stop_lost&3_prime_UTR_variant&NMD_transcript_variant	9998.133109619686	
coding_sequence_variant&5_prime_UTR_variant&NMD_transcript_variant	9998.923684210527	
splice_donor_variant&coding_sequence_variant&3_prime_UTR_variant	9998.978571428572	
stop_gained&incomplete_terminal_codon_variant&coding_sequence_variant	9998.995454545455	
stop_gained&protein_altering_variant&incomplete_terminal_codon_variant	9999.0	
splice_donor_variant&splice_donor_5th_base_variant&5_prime_UTR_variant&intron_variant&NMD_transcript_variant	9998.99375	
splice_donor_variant&splice_donor_5th_base_variant&splice_polypyrimidine_tract_variant&intron_variant	9998.75167785235	
splice_polypyrimidine_tract_variant&splice_region_variant&non_coding_transcript_exon_variant	9999.0	
stop_lost&inframe_deletion&stop_retained_variant	9998.975	
stop_lost&splice_region_variant&3_prime_UTR_variant&NMD_transcript_variant	9999.0	
splice_donor_variant&splice_donor_region_variant&coding_sequence_variant&3_prime_UTR_variant&intron_variant&NMD_transcript_variant	9999.0	
splice_acceptor_variant&5_prime_UTR_variant&NMD_transcript_variant	9999.0	
splice_donor_variant&splice_donor_5th_base_variant&coding_sequence_variant&5_prime_UTR_variant&intron_variant&NMD_transcript_variant	9998.996875	
frameshift_variant&stop_retained_variant&NMD_transcript_variant	9998.99	
splice_donor_variant&splice_acceptor_variant&splice_donor_5th_base_variant&non_coding_transcript_exon_variant&intron_variant	9999.0	
frameshift_variant&splice_region_variant&stop_retained_variant&NMD_transcript_variant	9999.0	
splice_donor_5th_base_variant&frameshift_variant	9998.975	
splice_donor_region_variant&synonymous_variant	9998.99	
frameshift_variant&splice_region_variant&splice_polypyrimidine_tract_variant	9999.0	
splice_donor_variant&splice_acceptor_variant&splice_donor_5th_base_variant&coding_sequence_variant&intron_variant	9999.0	
splice_donor_variant&splice_acceptor_variant&splice_donor_5th_base_variant&stop_lost&inframe_deletion&splice_polypyrimidine_tract_variant&intron_variant	9998.075	
splice_donor_5th_base_variant&splice_polypyrimidine_tract_variant&intron_variant	9998.9875	
splice_region_variant&stop_retained_variant&3_prime_UTR_variant	9998.991666666667	
splice_acceptor_variant&splice_donor_variant&splice_polypyrimidine_tract_variant&splice_donor_region_variant&non_coding_transcript_exon_variant&intron_variant	9999.0	
splice_donor_variant&splice_donor_5th_base_variant&splice_polypyrimidine_tract_variant&coding_sequence_variant&intron_variant&NMD_transcript_variant	9998.992857142857	
splice_donor_variant&splice_acceptor_variant&splice_donor_5th_base_variant&splice_polypyrimidine_tract_variant&coding_sequence_variant&intron_variant&NMD_transcript_variant	9999.0	
splice_donor_variant&splice_donor_5th_base_variant&splice_polypyrimidine_tract_variant&3_prime_UTR_variant&intron_variant&NMD_transcript_variant	9999.0	
splice_acceptor_variant&splice_donor_variant&splice_donor_5th_base_variant&splice_polypyrimidine_tract_variant&3_prime_UTR_variant&intron_variant&NMD_transcript_variant	9999.0	
splice_acceptor_variant&splice_donor_variant&splice_donor_5th_base_variant&stop_lost&inframe_deletion&splice_polypyrimidine_tract_variant&intron_variant	9999.0	
start_lost&inframe_deletion&NMD_transcript_variant	9998.99	
start_retained_variant&5_prime_UTR_variant	9998.947368421053	
splice_donor_variant&splice_acceptor_variant&splice_donor_5th_base_variant&inframe_deletion&splice_polypyrimidine_tract_variant&intron_variant	9998.883333333333	
splice_donor_variant&splice_acceptor_variant&splice_polypyrimidine_tract_variant&splice_donor_region_variant&coding_sequence_variant&intron_variant	9999.0	
splice_acceptor_variant&coding_sequence_variant&3_prime_UTR_variant	9998.932142857142	
start_lost&synonymous_variant	9998.98125	
splice_donor_variant&splice_acceptor_variant&splice_donor_5th_base_variant&splice_polypyrimidine_tract_variant&intron_variant&non_coding_transcript_variant	9999.0	
splice_donor_region_variant&non_coding_transcript_exon_variant	9998.8125	
splice_donor_variant&coding_sequence_variant&3_prime_UTR_variant&NMD_transcript_variant	9999.0	
splice_donor_variant&splice_polypyrimidine_tract_variant&non_coding_transcript_variant	9998.966666666667	
inframe_insertion&incomplete_terminal_codon_variant&stop_retained_variant	9999.0	
stop_gained&inframe_insertion&incomplete_terminal_codon_variant	9999.0	
stop_gained&inframe_insertion&incomplete_terminal_codon_variant&coding_sequence_variant	9998.998	
incomplete_terminal_codon_variant&stop_retained_variant	9999.0	
splice_donor_5th_base_variant&non_coding_transcript_exon_variant	9999.0	
splice_acceptor_variant&splice_donor_5th_base_variant&splice_polypyrimidine_tract_variant&5_prime_UTR_variant&intron_variant	9999.0	
splice_donor_variant&splice_donor_region_variant&5_prime_UTR_variant&intron_variant&NMD_transcript_variant	No Curve	
frameshift_variant&splice_region_variant&stop_retained_variant	9998.99	
inframe_insertion&coding_sequence_variant&NMD_transcript_variant	9997.25	
splice_acceptor_variant&splice_donor_variant&splice_polypyrimidine_tract_variant&splice_donor_region_variant&coding_sequence_variant&intron_variant	9999.0	
splice_acceptor_variant&splice_donor_variant&splice_donor_5th_base_variant&frameshift_variant&splice_polypyrimidine_tract_variant&intron_variant	9999.0	
stop_lost&inframe_deletion&splice_region_variant	9998.625	
start_lost&inframe_deletion&splice_region_variant	9999.0	
start_lost&splice_region_variant&5_prime_UTR_variant&NMD_transcript_variant	9999.0	
splice_acceptor_variant&splice_donor_5th_base_variant&splice_polypyrimidine_tract_variant&intron_variant	9999.0	
start_lost&start_retained_variant&5_prime_UTR_variant&NMD_transcript_variant	9998.975	
splice_donor_variant&splice_donor_5th_base_variant&frameshift_variant	9999.0	
splice_donor_5th_base_variant&missense_variant	9999.0	
splice_acceptor_variant&frameshift_variant	1.6111111111111112	
splice_donor_variant&splice_acceptor_variant&splice_donor_5th_base_variant&frameshift_variant&splice_polypyrimidine_tract_variant&intron_variant	9999.0	
splice_donor_variant&splice_acceptor_variant&coding_sequence_variant	9999.0	
splice_acceptor_variant&splice_polypyrimidine_tract_variant&splice_donor_region_variant&5_prime_UTR_variant&intron_variant	9999.0	
stop_gained&protein_altering_variant&splice_region_variant&NMD_transcript_variant	9999.0	
splice_acceptor_variant&splice_donor_variant&splice_donor_5th_base_variant&frameshift_variant&stop_lost&splice_polypyrimidine_tract_variant&intron_variant&NMD_transcript_variant	9999.0	
inframe_insertion&stop_retained_variant&NMD_transcript_variant	9998.975	
stop_lost&inframe_deletion&NMD_transcript_variant	9999.0	
splice_acceptor_variant&splice_donor_variant&splice_donor_5th_base_variant&stop_lost&protein_altering_variant&splice_polypyrimidine_tract_variant&intron_variant	9998.7	
splice_acceptor_variant&synonymous_variant	9999.0	
missense_variant&splice_polypyrimidine_tract_variant&splice_region_variant	9998.99	
splice_donor_variant&splice_donor_5th_base_variant&inframe_deletion	9999.0	
frameshift_variant&splice_donor_region_variant	9544.386363635444	
splice_donor_variant&frameshift_variant&splice_donor_region_variant	9999.0	
frameshift_variant&splice_region_variant&intron_variant	No Curve	
frameshift_variant&splice_polypyrimidine_tract_variant&splice_region_variant	9999.0	
splice_polypyrimidine_tract_variant&splice_region_variant&synonymous_variant	9999.0	
splice_acceptor_variant&frameshift_variant&splice_polypyrimidine_tract_variant	9999.0	
frameshift_variant&splice_polypyrimidine_tract_variant&splice_region_variant&intron_variant	No Curve	
splice_acceptor_variant&splice_donor_variant&splice_donor_5th_base_variant&splice_polypyrimidine_tract_variant&3_prime_UTR_variant&intron_variant	9999.0	
splice_donor_variant&splice_acceptor_variant&splice_donor_5th_base_variant&splice_polypyrimidine_tract_variant&3_prime_UTR_variant&intron_variant	9999.0	
stop_lost&inframe_deletion&splice_region_variant&NMD_transcript_variant	9999.0	
start_lost&splice_region_variant&synonymous_variant	9998.7	
splice_donor_variant&splice_donor_5th_base_variant&splice_polypyrimidine_tract_variant&coding_sequence_variant&3_prime_UTR_variant&intron_variant	9999.0	
splice_acceptor_variant&splice_donor_variant&splice_donor_5th_base_variant&splice_polypyrimidine_tract_variant&coding_sequence_variant&intron_variant&NMD_transcript_variant	9999.0	
splice_acceptor_variant&splice_donor_5th_base_variant&splice_polypyrimidine_tract_variant&coding_sequence_variant&intron_variant&NMD_transcript_variant	9999.0	
start_lost&start_retained_variant&NMD_transcript_variant	9999.0	
frameshift_variant&start_lost&splice_region_variant&start_retained_variant&NMD_transcript_variant	9999.0	
splice_acceptor_variant&splice_donor_5th_base_variant&splice_polypyrimidine_tract_variant&3_prime_UTR_variant&intron_variant	9999.0	
splice_acceptor_variant&splice_donor_variant&splice_donor_5th_base_variant&splice_polypyrimidine_tract_variant&coding_sequence_variant&5_prime_UTR_variant&intron_variant	9999.0	
inframe_deletion&stop_retained_variant	9999.0	
splice_donor_variant&splice_acceptor_variant&splice_donor_5th_base_variant&splice_polypyrimidine_tract_variant&5_prime_UTR_variant&intron_variant	No Curve	
TF_binding_site_variant	No Curve	
splice_donor_variant&splice_acceptor_variant&splice_donor_5th_base_variant&frameshift_variant&stop_lost&splice_polypyrimidine_tract_variant&intron_variant	9999.0	
splice_acceptor_variant&splice_polypyrimidine_tract_variant&coding_sequence_variant&5_prime_UTR_variant&intron_variant&NMD_transcript_variant	9999.0	
frameshift_variant&start_lost&splice_region_variant&NMD_transcript_variant	9999.0	
start_lost&inframe_deletion&splice_region_variant&NMD_transcript_variant	9999.0	
